tx	gene_id	SRR29279085	SRR29279086	SRR29279087	SRR29279088	SRR29279093	SRR29279094	SRR29279095	SRR29279096	SRR29279101	SRR29279102	SRR29279103	SRR29279104	SRR29279109	SRR29279110	SRR29279111	SRR29279112	SRR29279117	SRR29279118	SRR29279119	SRR29279120	SRR29279125	SRR29279126	SRR29279127	SRR29279128	SRR29279133	SRR29279134	SRR29279135	SRR29279136	SRR29279141	SRR29279142	SRR29279143	SRR29279144	SRR29279149	SRR29279150	SRR29279151	SRR29279152	SRR29279157	SRR29279158	SRR29279159	SRR29279160	SRR29279161	SRR29279162	SRR29279163	SRR29279164	SRR29279165	SRR29279166	SRR29279167	SRR29279168	SRR29279169	SRR29279170	SRR29279171	SRR29279172	SRR29279173	SRR29279174	SRR29279175	SRR29279176	SRR29279177	SRR29279178	SRR29279179	SRR29279180
C1_14630C_A-T	C1_14630C_A	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431	431
C2_00010W_A-T	C2_00010W_A	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281
C2_00030W_A-T	C2_00030W_A	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421	1421
C2_00040C_A-T	C2_00040C_A	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918
C2_00050C_A-T	C2_00050C_A	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284
C2_00060C_A-T	C2_00060C_A	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896
C2_00070C_A-T	C2_00070C_A	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454	1454
C2_00080C_A-T	C2_00080C_A	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094	1094
C2_00090W_A-T	C2_00090W_A	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377
C2_00100C_A-T	C2_00100C_A	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905	905
C2_00110W_A-T	C2_00110W_A	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374
C2_00120C_A-T	C2_00120C_A	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904	1904
C2_00130W_A-T	C2_00130W_A	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056	80.056
C2_00140W_A-T	C2_00140W_A	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265	1265
C2_00150W_A-T	C2_00150W_A	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977	977
C2_00160C_A-T	C2_00160C_A	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389	389
C2_00170C_A-T	C2_00170C_A	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055	1055
C2_00180C_A-T	C2_00180C_A	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662
C2_00190C_A-T	C2_00190C_A	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139
C2_00200W_A-T	C2_00200W_A	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563
C2_00210W_A-T	C2_00210W_A	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531	15.531
C2_00220C_A-T	C2_00220C_A	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896	896
C2_00230W_A-T	C2_00230W_A	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139
C2_00240C_A-T	C2_00240C_A	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701	701
C2_00250W_A-T	C2_00250W_A	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977
C2_00260C_A-T	C2_00260C_A	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869
C2_00270C_A-T	C2_00270C_A	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458	458
C2_00280C_A-T	C2_00280C_A	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401	401
C2_00290W_A-T	C2_00290W_A	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380	380
C2_00300C_A-T	C2_00300C_A	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632
C2_00310W_A-T	C2_00310W_A	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197	197
C2_00320W_A-T	C2_00320W_A	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350
C2_00330C_A-T	C2_00330C_A	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474	2474
C2_00340C_A-T	C2_00340C_A	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226
C2_00350W_A-T	C2_00350W_A	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005	3005
C2_00360C_A-T	C2_00360C_A	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850
C2_00370W_A-T	C2_00370W_A	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765	2765
C2_00380C_A-T	C2_00380C_A	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625
C2_00390C_A-T	C2_00390C_A	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965	965
C2_00400C_A-T	C2_00400C_A	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482
C2_00410C_A-T	C2_00410C_A	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542	3542
C2_00420W_A-T	C2_00420W_A	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596
C2_00430C_A-T	C2_00430C_A	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536
C2_00440W_A-T	C2_00440W_A	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809	809
C2_00450C_A-T	C2_00450C_A	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544	1544
C2_00460W_A-T	C2_00460W_A	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058	1058
C2_00470W_A-T	C2_00470W_A	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536	3536
C2_00480C_A-T	C2_00480C_A	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007
C2_00490W_A-T	C2_00490W_A	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760
C2_00500W_A-T	C2_00500W_A	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255	2255
C2_00510W_A-T	C2_00510W_A	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755	755
C2_00520W_A-T	C2_00520W_A	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106
C2_00530W_A-T	C2_00530W_A	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592
C2_00540W_A-T	C2_00540W_A	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583	1583
C2_00550W_A-T	C2_00550W_A	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460
C2_00560W_A-T	C2_00560W_A	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227
C2_00570W_A-T	C2_00570W_A	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457
C2_00580C_A-T	C2_00580C_A	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295
C2_00590W_A-T	C2_00590W_A	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331	1331
C2_00600C_A-T	C2_00600C_A	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464
C2_00610C_A-T	C2_00610C_A	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348	8.348
C2_00620C_A-T	C2_00620C_A	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722	722
C2_00630C_A-T	C2_00630C_A	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779
C2_00640W_A-T	C2_00640W_A	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074	3074
C2_00650W_A-T	C2_00650W_A	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221	3221
C2_00660C_A-T	C2_00660C_A	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449
C2_00670C_A-T	C2_00670C_A	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167	71.167
C2_00680C_A-T	C2_00680C_A	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437	437
C2_00690W_A-T	C2_00690W_A	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662
C2_00700W_A-T	C2_00700W_A	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291	2291
C2_00710W_A-T	C2_00710W_A	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100
